"By province","By economic activity","Item","UNIT","1985 Year","1986 Year","1987 Year","1988 Year","1989 Year","1990 Year","1991 Year","1992 Year","1993 Year","1994 Year","1995 Year","1996 Year","1997 Year","1998 Year","1999 Year","2000 Year","2001 Year","2002 Year","2003 Year","2004 Year","2005 Year","2006 Year","2007 Year","2008 Year","2009 Year","2010 Year","2011 Year","2012 Year","2013 Year","2014 Year","2015 Year","2016 Year","2017 Year","2018 Year","2019 Year","2020 Year","2021 Year","2022 Year","2023 Year","2024 Year",
"Ulsan","Manufacture of Food Products and Tobacco Products","At chained 2020 year prices","","","","","","","","","","","","","","","223719","197490","202733","207233","250390","222875","228322","221496","249426","207351","231516","236649","238438","185112","242442","254000","236658","237977","227272","202642","224462","229305","218537","227133","250054","246929","266016",
"Ulsan","Manufacture of Food Products and Tobacco Products","Substantial contribution","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-.05",".01",".01",".07","-.04",".01","-.01",".04","-.05",".03",".01","0","-.07",".07",".01","-.02","0","-.01","-.03",".03",".01","-.01",".01",".03","0",".02",
"Ulsan","Manufacture of Textiles and Leather","At current prices","","","","","","","","","","","","","","","64832","83040","148885","166586","194428","141950","217181","296817","316502","252574","444892","452831","510726","594523","161170","186070","214405","204119","187096","176696","226837","291236","309203","261786","251991","274694","260413",
"Ulsan","Manufacture of Textiles and Leather","At chained 2020 year prices","","","","","","","","","","","","","","","103107","141110","252574","281357","348649","250071","369834","514503","562728","582470","574145","547132","615534","654577","182520","210620","244307","224020","195215","197450","247743","298046","309203","275581","238100","231094","226059",
"Ulsan","Manufacture of Textiles and Leather","Substantial contribution","","","0","0","0","0","0","0","0","0","0","0","0","0","0",".09",".23",".05",".12","-.15",".18",".19",".06",".02","-.01","-.04",".11",".05","-.6",".03",".04","-.02","-.03","0",".06",".06",".01","-.05","-.04","-.01","-.01",
"Ulsan","Manufacture of Wood and  of Paper, printing and reproduction","At current prices","","","","","","","","","","","","","","","129267","205941","211759","193881","233503","234592","249613","212562","242001","241675","312986","310143","351543","387434","442776","468005","431606","427262","447686","404330","436112","378970","313631","387757","490128","479666","491677",
"Ulsan","Manufacture of Wood and  of Paper, printing and reproduction","At chained 2020 year prices","","","","","","","","","","","","","","","257474","373796","383054","321803","368375","380019","384488","328993","369659","383185","417962","457619","468740","501581","537200","540598","501060","469351","475232","428935","424184","369708","313631","369155","435700","382766","407474",
"Ulsan","Manufacture of Wood and  of Paper, printing and reproduction","Substantial contribution","","","0","0","0","0","0","0","0","0","0","0","0","0","0",".21",".02","-.11",".08",".02",".01","-.08",".06",".02",".04",".05",".01",".04",".04","0","-.05","-.04",".01","-.06","-.01","-.07","-.08",".08",".09","-.07",".03",
"Ulsan","Manufacture of coal, fuel, chemical products","At current prices","","","","","","","","","","","","","","","7996442","7186479","6874736","6849452","7507234","8173483","11747908","12267364","11479712","11750933","12688784","11435155","14312150","21055880","19344792","19304652","17624614","17811041","18336004","19577316","18315526","15772960","11199281","19480106","23521944","21339994","20308043",
"Ulsan","Manufacture of coal, fuel, chemical products","At chained 2020 year prices","","","","","","","","","","","","","","","11329602","11499978","11162142","11433968","12557214","12752809","16029705","16302412","16888431","17117700","16973637","16379210","17868432","22735006","20465590","19879150","19444135","19353383","19356739","19286306","18200216","16279724","11199281","14123785","15126757","15416573","15927937",
"Ulsan","Manufacture of coal, fuel, chemical products","Substantial contribution","","","0","0","0","0","0","0","0","0","0","0","0","0","0",".44","-.72",".53","2",".31","5.56",".44",".96",".33","-.19","-.79","1.93","6.09","-2.92","-.76","-.57","-.11","0","-.09","-1.42","-2.54","-6.56","4.31","1.73",".53",".79",
"Ulsan","Manufacture of Other Non-metallic Mineral Products and Metal Products","At current prices","","","","","","","","","","","","","","","1812949","2033324","2027189","2132106","2339633","2215400","2964649","2556962","3114910","3936452","3599731","3614666","4629539","5236788","5092397","4814860","5017493","5114343","5213035","5004544","5084212","5075061","4744379","5957225","5961922","5909125","6116868",
"Ulsan","Manufacture of Other Non-metallic Mineral Products and Metal Products","At chained 2020 year prices","","","","","","","","","","","","","","","3949728","4542139","4521185","4654589","5067414","4552341","4975172","4251057","4263410","4531858","4257881","3808588","4172867","4474486","4457758","4340427","4711749","5046002","5066397","4721560","4683483","4816814","4744379","4053871","3383061","3510736","3819161",
"Ulsan","Manufacture of Other Non-metallic Mineral Products and Metal Products","Substantial contribution","","","0","0","0","0","0","0","0","0","0","0","0","0","0",".99","-.03",".19",".56","-.63",".54","-.95",".02",".41","-.46","-.68",".64",".52","-.03","-.18",".55",".48",".03","-.47","-.05",".19","-.1","-1.02","-1.24",".27",".58",
"Ulsan","Manufacture of electrical, Precision Instruments","At current prices","","","","","","","","","","","","","","","846735","986796","1148338","1110508","1264529","1299731","1589257","1162563","933283","723853","780096","546376","717132","885827","1671638","1775520","1595257","1646988","1492996","1481738","1595501","1684406","1822397","2158629","2750604","3192663","3764362",
"Ulsan","Manufacture of electrical, Precision Instruments","At chained 2020 year prices","","","","","","","","","","","","","","","163718","208272","254755","266793","313913","340603","403508","317545","376879","431485","554941","631325","812072","997592","1846706","1924839","1748593","1709547","1506149","1521380","1642720","1733504","1822397","2277196","2785150","3099063","3474164",
"Ulsan","Manufacture of electrical, Precision Instruments","Substantial contribution","","","0","0","0","0","0","0","0","0","0","0","0","0","0",".84",".76",".17",".58",".29",".64","-.75",".47",".29",".4",".19",".29",".26","1.05",".1","-.22","-.05","-.26",".02",".15",".12",".12",".67",".6",".37",".43",
"Ulsan","Manufacture of Machine and Transport Vehicles, other manufacturing n.e.c","At current prices","","","","","","","","","","","","","","","3659204","4688682","5025669","5821511","6079294","6221087","6782091","7240637","8044403","9348747","11416147","12123296","14088003","15125571","15297017","15276508","14600624","15673647","14218731","13081038","13507733","15056582","13883631","13239957","15162365","19464255","21366560",
"Ulsan","Manufacture of Machine and Transport Vehicles, other manufacturing n.e.c","At chained 2020 year prices","","","","","","","","","","","","","","","7499536","10603419","11794303","12735828","13163059","13705269","14684859","15736040","14851928","15068775","16738382","17760296","16254162","17192003","17032079","16925611","16473186","16582481","14688674","13667933","14487007","15534018","13883631","15253652","16673412","19203812","19332204",
"Ulsan","Manufacture of Machine and Transport Vehicles, other manufacturing n.e.c","Substantial contribution","","","0","0","0","0","0","0","0","0","0","0","0","0","0","5.5","1.81","1.28",".58",".66","1.18","1.07","-.89",".25","1.99","1.25","-1.91","1.27","-.2","-.13","-.55",".13","-2.35","-1.3","1.01","1.29","-2.13","2.02","1.55","2.71",".15",
"Ulsan","Professional, scientific and technical activities","At current prices","","","","","","","","","","","","","","","159039","134519","130881","141264","174019","226736","243511","231458","370239","344656","425840","453708","487844","459637","523630","729174","1010800","1317967","1159078","1050545","1067382","1131649","1196033","1333558","1476996","1671066","1806689",
"Ulsan","Professional, scientific and technical activities","At chained 2020 year prices","","","","","","","","","","","","","","","440618","374425","354353","374280","436385","473165","475237","474796","716428","638638","687719","677905","670679","612632","672364","931734","1284489","1610954","1391677","1197655","1171750","1176759","1196033","1246847","1308058","1393411","1452329",
"Ulsan","Professional, scientific and technical activities","Substantial contribution","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-.09","-.02",".02",".07",".04","0","0",".26","-.08",".05","-.01","-.01","-.07",".06",".28",".37",".35","-.24","-.21","-.03",".01",".02",".07",".08",".11",".08",
"Ulsan","Business facilities management and business support services; rental and leasing activities","At current prices","","","","","","","","","","","","","","","196055","160144","154613","170099","197437","247420","266751","272161","292779","303629","365832","370506","463424","582759","807486","1056166","1153705","1280513","1344197","1211339","1261517","1361136","1351455","1325053","1368154","1457304","1521668",
"Ulsan","Business facilities management and business support services; rental and leasing activities","At chained 2020 year prices","","","","","","","","","","","","","","","243975","242867","226452","246897","281740","350452","358510","348485","372912","393969","458538","456620","553358","705513","947608","1234891","1324701","1416330","1481274","1319047","1332541","1413458","1351455","1304609","1295339","1319505","1345381",
"Ulsan","Business facilities management and business support services; rental and leasing activities","Substantial contribution","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-.04",".04",".07",".13",".02","-.02",".04",".03",".1","0",".15",".2",".28",".33",".1",".11",".08","-.19",".02",".1","-.08","-.07","-.01",".03",".03",
"Sejong City","GRDP at market prices","At current prices","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7040434","8919847","9958014","10962552","11938796","12433506","13373529","14005902","15455438","16055841","16740013","17360795",
"Sejong City","GRDP at market prices","At chained 2020 year prices","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7955667","10002318","10832018","11728167","12431370","12796748","13684126","14005902","15040763","15374819","15524074","15601602",
"Sejong City","GRDP at market prices","Substantial contribution","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25.73","8.3","8.27","6","2.94","6.93","2.35","7.39","2.22",".97",".5",
"Sejong City","Mining and quarrying","At current prices","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27813","23379","25989","28406","21516","17138","15294","17556","17247","20361","28024","24583",
"Sejong City","Mining and quarrying","At chained 2020 year prices","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31562","26871","26118","27480","19781","16069","14409","17556","18246","19605","21414","18171",
